Category,Product Name,Product Price,product URL,Product Features
Mobile,"Samsung Galaxy A71 5G Unlocked , 6.7"" AMOLED Screen,128GB of Storage, Long Lasting Battery, Single SIM, 2020 Model, US Version, Black",$599.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A08184223M9A9BB97W15M&url=%2FSamsung-Unlocked-Storage-Lasting-Battery%2Fdp%2FB08BX67ZNV%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DSamsung%2BMobile%26qid%3D1619349744%26sr%3D8-1-spons%26psc%3D1&qualifier=1619349744&id=6457613797695893&widgetName=sp_atf,"{'Wireless Carrier': 'Unlocked for All Carriers', 'Brand': 'Samsung Electronics', 'Color': 'Black', 'Memory Storage Capacity': '128 GB', 'Operating System': 'Android 10.0', 'Screen Size': '6.7 Inches', 'Display Type': 'AMOLED', 'Cellular Technology': '5G', 'Manufacturer': 'Samsung', 'Other camera features': 'Rear, Front', 'Product Dimensions': '7 x 4 x 5 inches', 'Item Weight': '12.6 ounces', 'ASIN': 'B08BX67ZNV', 'Item model number': 'SM-A716UZKNXAA', 'Batteries': '1 Lithium Polymer batteries required. (included)', 'Customer Reviews': '4.5 out of 5 stars\n\n\n\n\n\n\n\n\n1,729 ratings\n\n\n\n\n\n\n4.5 out of 5 stars', 'Best Sellers Rank': '#8,796 in Electronics (See Top 100 in Electronics)\n\n#360 in Cell Phones', 'OS': 'Android 10.0', 'RAM': '128 GB', 'Wireless communication technologies': 'Cellular', 'Connectivity technologies': 'Bluetooth, Wi-Fi', 'Other display features': 'Wireless', 'Form Factor': 'Smartphone', 'Colour': 'Black', 'Included Components': 'Travel Adapter, Data Cable', 'Date First Available': 'July 31, 2020'}"
Mobile,"Samsung Electronics Galaxy Note 20 5G Factory Unlocked Android Cell Phone, US Version, 128GB of Storage, Mobile Gaming Smartphone, Long-Lasting Battery, Mystic Bronze, SM-N981UZNAXAA",$999.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A07557342YM9F2NB9KO8Z&url=%2FSamsung-Electronics-Smartphone-Long-Lasting-SM-N981UZNAXAA%2Fdp%2FB08BX8BZ1P%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3DSamsung%2BMobile%26qid%3D1619349744%26sr%3D8-2-spons%26psc%3D1&qualifier=1619349744&id=6457613797695893&widgetName=sp_atf,"{'Wireless Carrier': 'Unlocked for All Carriers', 'Brand': 'Samsung Electronics', 'Color': 'Mystic Bronze', 'Memory Storage Capacity': '128 GB', 'Operating System': 'Android 10.0', 'Display Type': 'AMOLED', 'Cellular Technology': '5G', 'Manufacturer': 'Samsung', 'Other camera features': 'Rear, Front', 'Form Factor': 'Smartphone', 'Product Dimensions': '7 x 4 x 5 inches', 'Item Weight': '6.7 ounces', 'ASIN': 'B08BX8BZ1P', 'Item model number': 'SM-N981UZNAXAA', 'Batteries': '1 Lithium ion batteries required. (included)', 'Customer Reviews': '4.6 out of 5 stars\n\n\n\n\n\n\n\n\n3,778 ratings\n\n\n\n\n\n\n4.6 out of 5 stars', 'Best Sellers Rank': '#10,311 in Electronics (See Top 100 in Electronics)\n\n#415 in Cell Phones', 'OS': 'Android 10.0', 'RAM': '8 GB', 'Wireless communication technologies': 'Cellular', 'Other display features': 'Wireless', 'Device interface - primary': 'Touchscreen with Stylus Support', 'Colour': 'Mystic Bronze', 'Included Components': 'Travel adapter, Data cable, Ejection Pin, Quick Reference Manual, Terms & Condtions, Health & Safety Guide', 'Date First Available': 'August 6, 2020'}"
Mobile,"Samsung Galaxy S21 5G | Factory Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 64MP High Res | 128GB, Phantom White (SM-G991UZWAXAA)",$771.23,https://www.amazon.com//Samsung-Unlocked-Smartphone-Pro-Grade-SM-G991UZWAXAA/dp/B08N361Y2D/ref=sr_1_3?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-3,"{'Wireless Carrier': 'Unlocked for All Carriers', 'Brand': 'Samsung Electronics', 'Color': 'Phantom White', 'Memory Storage Capacity': '128 GB', 'Operating System': 'Android', 'Screen Size': '6.2 Inches', 'Display Type': 'AMOLED', 'Cellular Technology': '5G', 'Manufacturer': 'Samsung', 'Other camera features': 'Rear, Front', 'Product Dimensions': '6.7 x 3.4 x 2.44 inches', 'Item Weight': '10.8 ounces', 'ASIN': 'B08N361Y2D', 'Item model number': 'SM-G991UZWAXAA', 'Batteries': '1 Lithium ion batteries required. (included)', 'Customer Reviews': '4.5 out of 5 stars\n\n\n\n\n\n\n\n\n114 ratings\n\n\n\n\n\n\n4.5 out of 5 stars', 'Best Sellers Rank': '#8,494 in Electronics (See Top 100 in Electronics)\n\n#344 in Cell Phones', 'Date First Available': 'January 14, 2021'}"
Mobile,"Samsung Electronics Galaxy Note 20 Ultra 5G Factory Unlocked Android Cell Phone, US Version, 128GB of Storage, Mobile Gaming Smartphone, Long-Lasting Battery, Mystic Bronze","$1,290.10",https://www.amazon.com//Samsung-Electronics-Unlocked-Smartphone-Long-Lasting/dp/B08BX7N9SK/ref=sr_1_4?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-4,"{'Wireless Carrier': 'Unlocked for All Carriers', 'Brand': 'Samsung Electronics', 'Color': 'Mystic Bronze', 'Memory Storage Capacity': '128 GB', 'Operating System': 'Android', 'Screen Size': '6.9 Inches', 'Display Type': 'AMOLED', 'Cellular Technology': '5G', 'Manufacturer': 'Samsung', 'Other camera features': 'Rear, Front', 'Product Dimensions': '0.32 x 6.49 x 3.04 inches', 'Item Weight': '7.4 ounces', 'ASIN': 'B08BX7N9SK', 'Item model number': 'SM-N986UZNAXAA', 'Batteries': '1 Lithium ion batteries required. (included)', 'Customer Reviews': '4.6 out of 5 stars\n\n\n\n\n\n\n\n\n3,778 ratings\n\n\n\n\n\n\n4.6 out of 5 stars', 'Best Sellers Rank': '#8,088 in Electronics (See Top 100 in Electronics)\n\n#329 in Cell Phones', 'OS': 'Android', 'RAM': '8 GB', 'Wireless communication technologies': 'Cellular', 'Display technology': 'AMOLED', 'Other display features': 'Wireless', 'Device interface - primary': 'Touchscreen with Stylus Support', 'Form Factor': 'Smartphone', 'Colour': 'Mystic Bronze', 'Included Components': 'Travel adapter, Data cable, Ejection Pin, Quick Reference Manual, Terms & Condtions, Health & Safety Guide', 'Date First Available': 'August 6, 2020'}"
Mobile,"Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera, 30X Space Zoom, Night Mode | Cloud Mint Green",$699.99,https://www.amazon.com//Samsung-Factory-Unlocked-Smartphone-Pro-Grade/dp/B08FYVMRM5/ref=sr_1_5?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-5,"{'Wireless Carrier': 'Unlocked for All Carriers', 'Brand': 'Samsung Electronics', 'Color': 'Cloud Green', 'Memory Storage Capacity': '6 GB', 'Operating System': 'Android', 'Screen Size': '6.5 Inches', 'Display Type': 'AMOLED', 'Cellular Technology': '5G', 'Manufacturer': 'Samsung', 'Other camera features': 'Front, Rear, Video', 'Product Dimensions': '6.7 x 3.4 x 2.44 inches', 'Item Weight': '6.7 ounces', 'ASIN': 'B08FYVMRM5', 'Item model number': 'SM-G781UZGMXAA', 'Batteries': '1 Lithium ion batteries required. (included)', 'Customer Reviews': '4.6 out of 5 stars\n\n\n\n\n\n\n\n\n4,186 ratings\n\n\n\n\n\n\n4.6 out of 5 stars', 'Best Sellers Rank': '#11,747 in Electronics (See Top 100 in Electronics)\n\n#466 in Cell Phones', 'OS': 'Android', 'RAM': '6 GB', 'Wireless communication technologies': 'Bluetooth, 4G, 3G, Wi-Fi', 'Connectivity technologies': 'Wireless, Bluetooth', 'Other display features': 'Wireless', 'Device interface - primary': 'Touchscreen', 'Form Factor': 'Smartphone', 'Colour': 'Cloud Green', 'Battery Power Rating': '16', 'Included Components': 'Travel Adapter, Handset, Data Cable, Ejection Pin', 'Date First Available': 'September 23, 2020'}"
Mobile,Simple Mobile SAMSUNG Galaxy S10 Lite 4G LTE Prepaid Smartphone (Locked) - Black - 128GB - Sim Card Included - GSM (SMSAG770U1GP5),$599.99,https://www.amazon.com//Simple-Mobile-SAMSUNG-Prepaid-Smartphone/dp/B08WJMSJ23/ref=sr_1_8?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-8,"{'Wireless Carrier': 'Tracfone', 'Brand': 'Simple Mobile', 'Color': 'Black', 'Memory Storage Capacity': '128 GB', 'Operating System': 'Android', 'Screen Size': '6.4 Inches', 'Display Type': 'LED', 'Cellular Technology': '4G', 'Manufacturer': 'Samsung', 'Other camera features': 'Rear, Front', 'Product Dimensions': '7.25 x 1.65 x 10.25 inches', 'Item Weight': '1.04 pounds', 'Domestic Shipping': 'Item can be shipped within U.S.', 'International Shipping': 'This item can be shipped to select countries outside of the U.S.  Learn More', 'ASIN': 'B08WJMSJ23', 'Item model number': 'SMSAG770U1GP5', 'Batteries': '1 Lithium ion batteries required. (included)', 'Best Sellers Rank': '#249,981 in Electronics (See Top 100 in Electronics)\n\n#9,757 in Cell Phones', 'OS': 'Android', 'Wireless communication technologies': 'Cellular', 'Display technology': 'Super AMOLED', 'Other display features': 'Wireless', 'Form Factor': 'Smartphone', 'Colour': 'Black', 'Date First Available': 'January 14, 2021'}"
Mobile,"Samsung Galaxy A01 (A015M) 32GB, Dual SIM, GSM Unlocked, 5.7” Display Smartphone - International Version - Red",$129.99,https://www.amazon.com//Samsung-Galaxy-Unlocked-Display-Smartphone/dp/B08DDH21C1/ref=sr_1_9?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-9,"{'Brand': 'SAMSUNG', 'Color': 'Red', 'Memory Storage Capacity': '32 GB', 'Operating System': 'Android 10.0', 'Screen Size': '5.7 Inches', 'Display Type': 'LCD', 'Cellular Technology': '4G', 'Manufacturer': 'Samsung', 'Other camera features': 'Rear, Front', 'Form Factor': 'Smartphone', 'Product Dimensions': '6 x 4 x 4 inches', 'Item Weight': '9.9 ounces', 'ASIN': 'B08DDH21C1', 'Batteries': '3 Lithium Polymer batteries required. (included)', 'Customer Reviews': '4.4 out of 5 stars\n\n\n\n\n\n\n\n\n223 ratings\n\n\n\n\n\n\n4.4 out of 5 stars', 'Best Sellers Rank': '#9,873 in Electronics (See Top 100 in Electronics)\n\n#400 in Cell Phones', 'OS': 'Android 10.0', 'Wireless communication technologies': 'Cellular', 'Display technology': 'LCD', 'Other display features': 'Wireless', 'Scanner Resolution': '720 x 1520', 'Colour': 'Red', 'Date First Available': 'July 21, 2020'}"
Mobile,"Samsung Galaxy A12 (A125M) 64GB Dual SIM, GSM Unlocked, (CDMA Verizon/Sprint Not Supported) Smartphone Latin American Version No Warranty (Red)",$165.50,https://www.amazon.com//A125M-Unlocked-Supported-Smartphone-American/dp/B08SBRBCH1/ref=sr_1_10?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-10,"{'Wireless Carrier': 'T-Mobile', 'Brand': 'SAMSUNG', 'Color': 'Red', 'Memory Storage Capacity': '64 GB', 'Operating System': 'Android', 'Screen Size': '6.5 Inches', 'Display Type': 'LCD', 'Cellular Technology': '4G', 'Manufacturer': 'Samsung', 'Other camera features': 'Rear, Front', 'Product Dimensions': '6 x 4 x 2 inches', 'Item Weight': '11.7 ounces', 'ASIN': 'B08SBRBCH1', 'Item model number': 'A125M/DS', 'Batteries': '1 Lithium Polymer batteries required. (included)', 'Customer Reviews': '4.3 out of 5 stars\n\n\n\n\n\n\n\n\n104 ratings\n\n\n\n\n\n\n4.3 out of 5 stars', 'Best Sellers Rank': '#4,718 in Electronics (See Top 100 in Electronics)\n\n#189 in Cell Phones', 'Is Discontinued By Manufacturer': 'No', 'OS': 'Android', 'RAM': '4 GB', 'Wireless communication technologies': 'Cellular', 'Connectivity technologies': 'Bluetooth', 'Display technology': 'LCD', 'Other display features': 'Wireless', 'Form Factor': 'Smartphone', 'Colour': 'Red', 'Date First Available': 'January 7, 2021'}"
Mobile,Samsung Galaxy A71 SM-A715F/DS 4G LTE 128GB + 6GB Ram Octa Core LTE USA w/Four Cameras (64+12+5+5mp) Android (Prism Crush Silver),$388.00,https://www.amazon.com//Samsung-SM-A715F-DS-Cameras-Android/dp/B084NXF5SH/ref=sr_1_12?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-12,"{'Wireless Carrier': 'Unlocked for All Carriers', 'Brand': 'SAMSUNG', 'Color': 'Silver', 'Memory Storage Capacity': '6 GB', 'Operating System': 'Android 10.0', 'Screen Size': '6.7 Inches', 'Display Type': 'AMOLED', 'Cellular Technology': '4G', 'Manufacturer': 'Samsung', 'Other camera features': 'Rear, Front', 'Product Dimensions': '6 x 4 x 2 inches', 'Item Weight': '3.52 ounces', 'ASIN': 'B084NXF5SH', 'Item model number': 'A715F/DS', 'Batteries': '1 Lithium Polymer batteries required. (included)', 'Customer Reviews': '4.4 out of 5 stars\n\n\n\n\n\n\n\n\n1,178 ratings\n\n\n\n\n\n\n4.4 out of 5 stars', 'Best Sellers Rank': '#7,392 in Electronics (See Top 100 in Electronics)\n\n#293 in Cell Phones', 'Is Discontinued By Manufacturer': 'No', 'OS': 'Android 10.0', 'RAM': '6 GB', 'Wireless communication technologies': 'Cellular', 'Special Features': '4G LTE, DUAL SIM', 'Display technology': 'Super AMOLED', 'Other display features': 'Wireless', 'Audio Jack': '3.5 mm', 'Form Factor': 'Smartphone', 'Colour': 'Silver', 'Date First Available': 'February 12, 2020'}"
Mobile,Samsung Galaxy A51 A515F 128GB DUOS GSM Unlocked Phone w/Quad Camera 48 MP + 12 MP + 5 MP + 5 MP (International Variant/US Compatible LTE) - Prism Crush Blue,$271.00,https://www.amazon.com//Samsung-Galaxy-Camera-Unlocked-International/dp/B082YF7WY5/ref=sr_1_13?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-13,"{'Brand': 'Samsung Electronics', 'Color': 'Blue', 'Memory Storage Capacity': '128 GB', 'Operating System': 'Android', 'Screen Size': '6.5 Inches', 'Display Type': 'AMOLED', 'Cellular Technology': '4G', 'Manufacturer': 'Samsung', 'Other camera features': 'Rear, Front', 'Connectivity Technology': 'Bluetooth, Wi-Fi', 'Product Dimensions': '7 x 3 x 2.5 inches', 'Item Weight': '6.1 ounces', 'ASIN': 'B082YF7WY5', 'Item model number': 'SM-A515F/DS', 'Batteries': '1 Lithium Polymer batteries required. (included)', 'Customer Reviews': '4.4 out of 5 stars\n\n\n\n\n\n\n\n\n2,268 ratings\n\n\n\n\n\n\n4.4 out of 5 stars', 'Best Sellers Rank': '#1,631 in Electronics (See Top 100 in Electronics)\n\n#61 in Cell Phones', 'Date First Available': 'December 20, 2019'}"
