Category,Product Name,Product Price,product URL,Product Features
Desktop,HP ProDesk 600 G6 - Desktop Mini PC - Intel Core i5-10500T - 256GB SSD - 16GB DDR4 - Windows 10 + Zipnology Screen Cleaning Cloth Bundle - New,$854.79,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0688085Z6MQCQRYX2Q0&url=%2FHP-ProDesk-600-i5-10500T-Zipnology%2Fdp%2FB092K4HKJH%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DHP%2BDesktop%26qid%3D1619421256%26sr%3D8-1-spons%26psc%3D1&qualifier=1619421256&id=8987652757765581&widgetName=sp_atf,"{'Brand': 'HP', 'CPU Model': 'Intel Core i9', 'Computer Memory Size': '16 GB', 'Ram Memory Installed Size': '16 GB', 'Graphics Coprocessor': 'Intel UHD Graphics 630', 'RAM Memory Maximum Size': '16 GB', 'Hard Disk Interface': 'ATA', 'CPU Speed': '3.8 GHz', 'Operating System': 'Windows 10', 'Hardware Interface': 'Ethernet', 'ASIN': 'B092K4HKJH', 'Date First Available': 'April 14, 2021'}"
Desktop,"X35G Mini PC 10th Gen Intel Core i3-1005G1 Windows 10 Pro Desktop Computer, 16G DDR4 RAM+Optane 16G+1TB HDD, HDMI 2.0/USB-C(Thunderbolt 3)/DP(5K@60Hz) Outputs, 4xUSB Port, 2xRJ45, BT5.1",$449.90,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A101587610S2EZNUA65ME&url=%2FX35G-i3-1005G1-Windows-Computer-Thunderbolt%2Fdp%2FB08NV6TJXN%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3DHP%2BDesktop%26qid%3D1619421256%26sr%3D8-2-spons%26psc%3D1&qualifier=1619421256&id=8987652757765581&widgetName=sp_atf,"{'Brand': 'MINISFORUM', 'CPU Model': 'Core i3-1005G1', 'Computer Memory Size': '16 GB', 'Graphics Coprocessor': 'Intel UHD Graphics for 10th Gen Intel Processors', 'Graphics RAM Type': 'DDR4 SDRAM', 'Resolution': 'HDMI: 4K@60Hz; DP&&USB-C: 5K@60Hz', 'Graphics Ram Size': '16.00', 'Wireless Communication Technology': 'Bluetooth, Wi-Fi', 'Cooling Method': 'Air', 'Hard Disk Description': 'HDD', 'ASIN': 'B08NV6TJXN', 'Customer Reviews': '4.6 out of 5 stars\n\n\n\n\n\n\n\n\n34 ratings\n\n\n\n\n\n\n4.6 out of 5 stars', 'Best Sellers Rank': '#8,612 in Computers & Accessories (See Top 100 in Computers & Accessories)\n\n#159 in Mini Computers', 'Date First Available': 'November 19, 2020'}"
Desktop,"HP 24-inch All-in-One Desktop Computer, AMD Athlon Silver 3050U Processor, 8 GB RAM, 256 GB SSD, Windows 10 Home (24-dd0010, White)",$619.00,https://www.amazon.com//HP-24-inch-Computer-Processor-24-dd0010/dp/B0849GZCQR/ref=sr_1_4?dchild=1&keywords=HP+Desktop&qid=1619421256&sr=8-4,"{'Brand': 'HP', 'CPU Model': 'Athlon', 'Computer Memory Size': '8 GB', 'Ram Memory Installed Size': '8 GB', 'Series': '9ED55AA#ABA', 'Color': 'Snow White', 'Graphics RAM Type': 'DDR4 SDRAM', 'Screen Size': '23.8 Inches', 'Resolution': '1920 x 1080', 'Graphics Ram Size': '8 GB', 'ASIN': 'B0849GZCQR', 'Customer Reviews': '4.6 out of 5 stars\n\n\n\n\n\n\n\n\n647 ratings\n\n\n\n\n\n\n4.6 out of 5 stars', 'Best Sellers Rank': '#200 in Computers & Accessories (See Top 100 in Computers & Accessories)\n\n#1 in All-in-One Computers', 'Date First Available': 'March 19, 2020'}"
Desktop,"HP Envy Desktop Computer, Intel Core i7-10700, 16 GB RAM, 1 TB Hard Drive & 512 GB SSD Storage, Windows 10 Pro (TE01-1022, 2020 Model)","$1,159.99",https://www.amazon.com//HP-Desktop-Computer-i7-10700-TE01-1022/dp/B089K5J3PT/ref=sr_1_5?dchild=1&keywords=HP+Desktop&qid=1619421256&sr=8-5,"{'Brand': 'HP', 'CPU Model': 'Core i7', 'Computer Memory Size': '16 GB', 'Ram Memory Installed Size': '16 GB', 'Series': 'HP Envy Desktop', 'Graphics Coprocessor': 'Intel UHD Graphics 630', 'Color': 'Nightfall Black', 'Graphics RAM Type': 'Shared', 'Screen Size': '0.01 Inches', 'RAM Memory Maximum Size': '32 GB', 'ASIN': 'B089K5J3PT', 'Customer Reviews': '4.4 out of 5 stars\n\n\n\n\n\n\n\n\n594 ratings\n\n\n\n\n\n\n4.4 out of 5 stars', 'Best Sellers Rank': '#325 in Computers & Accessories (See Top 100 in Computers & Accessories)\n\n#9 in Tower Computers', 'Date First Available': 'June 14, 2020'}"
Desktop,"HP 22-inch All-in-One Desktop Computer, AMD Athlon Silver 3050U Processor, 4 GB RAM, 256 GB SSD, Windows 10 Home (22-dd0010, White), Snow White",$519.00,https://www.amazon.com//HP-22-inch-Computer-Processor-22-dd0010/dp/B0849P8D69/ref=sr_1_10?dchild=1&keywords=HP+Desktop&qid=1619421256&sr=8-10,"{'Brand': 'HP', 'CPU Model': 'Athlon', 'Computer Memory Size': '4 GB', 'Ram Memory Installed Size': '4 GB', 'Series': '9ED50AA#ABA', 'Color': 'Snow White', 'Graphics RAM Type': 'DDR4 SDRAM', 'Screen Size': '21.5 Inches', 'Resolution': '1920 x 1080', 'Graphics Ram Size': '4 GB', 'ASIN': 'B0849P8D69', 'Customer Reviews': '4.5 out of 5 stars\n\n\n\n\n\n\n\n\n1,266 ratings\n\n\n\n\n\n\n4.5 out of 5 stars', 'Best Sellers Rank': '#762 in Computers & Accessories (See Top 100 in Computers & Accessories)\n\n#7 in All-in-One Computers', 'Date First Available': 'February 27, 2020'}"
Desktop,"Intel NUC NUC8i5BEH Mini PC/HTPC,  i5 NUC Tall with 8GB Ram, 256GB PCIe SSD, Intel Core i5-8259U 2.3 GHz, Windows 10 Home, Bluetooth, WiFi, 4k Support, Dual Monitor Capable (8GB Ram + 256GB SSD)",$459.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A088459526C4E80FRVEIX&url=%2FNUC8i5BEH-8GB-256GB-i5-8259U-Bluetooth%2Fdp%2FB08NC3YSPB%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3DHP%2BDesktop%26qid%3D1619421256%26sr%3D8-11-spons%26psc%3D1&qualifier=1619421256&id=8987652757765581&widgetName=sp_mtf,"{'Brand': 'GEEK+', 'CPU Model': 'Core i5', 'Computer Memory Size': '8 GB', 'Ram Memory Installed Size': '8 GB', 'Series': '8GB Ram+256GB SSD', 'Graphics Coprocessor': 'Intel Iris Plus Graphics 655', 'Color': 'Black', 'Graphics RAM Type': 'GDDR4', 'RAM Memory Maximum Size': '8 GB', 'Wireless Communication Technology': 'Wi-Fi', 'ASIN': 'B08NC3YSPB', 'Customer Reviews': '4.5 out of 5 stars\n\n\n\n\n\n\n\n\n40 ratings\n\n\n\n\n\n\n4.5 out of 5 stars', 'Best Sellers Rank': '#16,209 in Computers & Accessories (See Top 100 in Computers & Accessories)\n\n#330 in Mini Computers', 'Date First Available': 'November 13, 2020'}"
Desktop,HP Business Desktop ProDesk 600 G2 Desktop Computer - Intel Core i5 (6th Gen) i5-6500 3.20 GHz - 8 GB DDR4 SDRAM - 256 GB SSD (Renewed),$245.99,https://www.amazon.com//HP-Business-600-G2-Computer/dp/B07F7MRT2P/ref=sr_1_12?dchild=1&keywords=HP+Desktop&qid=1619421256&sr=8-12,"{'Brand': 'HP', 'CPU Model': 'Intel Core I5 6500', 'Computer Memory Size': '8 GB', 'Ram Memory Installed Size': '8 GB', 'Series': 'Prodesk', 'Graphics Coprocessor': 'Intel HD Graphics', 'Color': 'Black', 'RAM Memory Maximum Size': '8 GB', 'Hard Disk Description': 'SSD', 'Hard Disk Interface': 'Solid State', 'ASIN': 'B07F7MRT2P', 'Customer Reviews': '4.7 out of 5 stars\n\n\n\n\n\n\n\n\n49 ratings\n\n\n\n\n\n\n4.7 out of 5 stars', 'Best Sellers Rank': '#6,928 in Computers & Accessories (See Top 100 in Computers & Accessories)\n\n#201 in Tower Computers', 'Date First Available': 'July 3, 2018'}"
Desktop,"HP Envy TE01-1177c Desktop Computer (9ED93AA) - 10th Gen Intel Core i7-10700F up to 4.7 GHz CPU, 32GB DDR4 SDRAM, 512GB PCIe SSD + 1TB HDD, NVIDIA_GeForce GTX 1660 Super, DVD-Writer, Windows 10 Home","$1,349.99",https://www.amazon.com//HP-TE01-1177c-Desktop-Computer-9ED93AA/dp/B08S92LTDD/ref=sr_1_13?dchild=1&keywords=HP+Desktop&qid=1619421256&sr=8-13,"{'Brand': 'HP', 'CPU Model': 'Core i7', 'Computer Memory Size': '32 GB', 'Ram Memory Installed Size': '32 GB', 'Series': 'HP ENVY TE01-1177c', 'Graphics Coprocessor': 'NVIDIA GeForce GTX 1660 SUPER', 'Color': 'Black', 'Graphics RAM Type': 'GDDR6', 'Graphics Ram Size': '6 GB', 'RAM Memory Maximum Size': '32 GB', 'ASIN': 'B08S92LTDD', 'Customer Reviews': '5.0 out of 5 stars\n\n\n\n\n\n\n\n\n1 rating\n\n\n\n\n\n\n5.0 out of 5 stars', 'Best Sellers Rank': '#10,147 in Computers & Accessories (See Top 100 in Computers & Accessories)\n\n#305 in Tower Computers', 'Date First Available': 'January 6, 2021'}"
Desktop,HP Wireless Elite V2 Desktop,$47.00,https://www.amazon.com//HP-Wireless-Elite-V2-Desktop/dp/B005NIFB7G/ref=sr_1_14?dchild=1&keywords=HP+Desktop&qid=1619421256&sr=8-14,"{'Customer Reviews': '4.6 out of 5 stars\n\n\n\n\n\n\n\n\n931 ratings\n\n\n\n\n\n\n4.6 out of 5 stars', 'Best Sellers Rank': '#96 in Computer Keyboard & Mouse Combos'}"
Desktop,"HP Pavilion Gaming Desktop, NVIDIA GeForce GTX 1650, Intel Core i5-10400F, 8 GB DDR4 RAM, 256 GB PCIe NVMe SSD, Windows 10 Home, USB Mouse and Keyboard, Compact Tower Design (TG01-1020, 2020)",$859.00,https://www.amazon.com//HP-Pavilion-i5-10400F-Keyboard-TG01-1020/dp/B08CWLCNWV/ref=sr_1_15?dchild=1&keywords=HP+Desktop&qid=1619421256&sr=8-15,"{'Brand': 'HP', 'CPU Model': 'Intel Core i5', 'Computer Memory Size': '8 GB', 'Ram Memory Installed Size': '8 GB', 'Series': 'HP Pavilion Gaming Desktop', 'Graphics Coprocessor': 'GeForce GTX 1650', 'Color': 'Shadow Black', 'Graphics RAM Type': 'GDDR5', 'Screen Size': '0.01 Inches', 'Resolution': '3840 x 2160', 'ASIN': 'B08CWLCNWV', 'Customer Reviews': '4.6 out of 5 stars\n\n\n\n\n\n\n\n\n422 ratings\n\n\n\n\n\n\n4.6 out of 5 stars', 'Best Sellers Rank': '#1,433 in Computers & Accessories (See Top 100 in Computers & Accessories)\n\n#44 in Tower Computers', 'Date First Available': 'July 5, 2020'}"
