Category,Product Name,Product Price,product URL,Product Features,Ratings,Total Reviews
Mobile,Tiffen 49BPM14 49mm Black Pro-Mist 1/4 Filter,$45.59,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0087772CG4KJC6X9D7U&url=%2FTiffen-49BPM14-Black-Pro-Mist-Filter%2Fdp%2FB001U3ZXTY%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DCanon%2BPoint%26qid%3D1619805292%26sr%3D8-1-spons%26psc%3D1&qualifier=1619805292&id=2496789661753386&widgetName=sp_atf,"{'Brand': 'Tiffen', 'Material': 'Plastic', 'Photo Filter Thread Size': '49 Millimeters', 'Product Dimensions': '4 x 4 x 1 inches', 'Item Weight': '1.6 ounces', 'ASIN': 'B001U3ZXTY', 'Item model number': '49BPM14', 'Customer Reviews': '4.8 out of 5 stars\n\n\n\n\n\n\n\n\n1,098 ratings\n\n\n\n\n\n\n4.8 out of 5 stars', 'Best Sellers Rank': '#1 in Camera Lens Effects Filters', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'January 27, 2009', 'Manufacturer': 'Tiffen'}",,
Mobile,Canon PowerShot ELPH 190 IS Digital Camera (Black) w/ 32GB SD Card,$189.99,https://www.amazon.com//Canon-PowerShot-Flexible-Replacement-Protective/dp/B0060I17NK/ref=sr_1_5?dchild=1&keywords=Canon+Point&qid=1619805292&sr=8-5,"{'Product Dimensions': '3.8 x 2.2 x 0.9 inches', 'Item Weight': '12 ounces', 'ASIN': 'B0060I17NK', 'Item model number': '1084C001', 'Batteries': '2 Lithium ion batteries required. (included)', 'Customer Reviews': '4.5 out of 5 stars\n\n\n\n\n\n\n\n\n119 ratings\n\n\n\n\n\n\n4.5 out of 5 stars', 'Best Sellers Rank': '#12,772 in Electronics (See Top 100 in Electronics)\n\n#78 in Digital Point & Shoot Cameras', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'February 14, 2016', 'Manufacturer': 'Canon, Inc'}",,
Mobile,"Canon Cameras US 1792C001Canon PowerShot SX730 Digital Camera w/40x Optical Zoom & 3 Inch Tilt LCD - Wi-Fi, NFC, & Bluetooth Enabled (Silver), 6.30 Inch x 5.80 Inch x 2.70 Inch",$399.00,https://www.amazon.com//Canon-PowerShot-Digital-Camera-Optical/dp/B06Y12YLFF/ref=sr_1_6?dchild=1&keywords=Canon+Point&qid=1619805292&sr=8-6,"{'Product Dimensions': '1.6 x 4.3 x 2.5 inches', 'Item Weight': '10.6 ounces', 'ASIN': 'B06Y12YLFF', 'Item model number': '1792C001', 'Batteries': '1 Lithium ion batteries required. (included)', 'Customer Reviews': '4.4 out of 5 stars\n\n\n\n\n\n\n\n\n307 ratings\n\n\n\n\n\n\n4.4 out of 5 stars', 'Best Sellers Rank': '#57,453 in Electronics (See Top 100 in Electronics)\n\n#397 in Digital Point & Shoot Cameras', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'April 6, 2017', 'Manufacturer': 'Canon'}",,
Mobile,Canon PowerShot ELPH 180 Digital Camera (Red) w/ 32GB SD Card,$169.00,https://www.amazon.com//Canon-PowerShot-Flexible-Replacement-Protective/dp/B00K47O5BY/ref=sr_1_7?dchild=1&keywords=Canon+Point&qid=1619805292&sr=8-7,"{'Product Dimensions': '3.7 x 2.1 x 0.9 inches', 'Item Weight': '13.6 ounces', 'ASIN': 'B00K47O5BY', 'Item model number': '1093C001', 'Batteries': '2 Lithium ion batteries required.', 'Customer Reviews': '4.5 out of 5 stars\n\n\n\n\n\n\n\n\n225 ratings\n\n\n\n\n\n\n4.5 out of 5 stars', 'Best Sellers Rank': '#10,694 in Electronics (See Top 100 in Electronics)\n\n#63 in Digital Point & Shoot Cameras', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'February 11, 2016', 'Manufacturer': 'Canon'}",,
Mobile,Canon EOS Rebel T7/2000D For Dummies,$26.99,https://www.amazon.com//Canon-Rebel-2000D-Dummies-Computer/dp/1119471567/ref=sr_1_9?dchild=1&keywords=Canon+Point&qid=1619805292&sr=8-9,{},,
Mobile,"Quick Release Camera Strap, QD Loops Connector Lug Ring Camera Strap Triangle Split Ring Hook Compatible Canon Nikon Sony Cameras Point and Shoots Cameras and Many More （2 Sets）",$6.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0189211WSLIJGY3KNX3&url=%2FRelease-Connector-Triangle-Compatible-Cameras%2Fdp%2FB091TB5VWB%2Fref%3Dsr_1_10_sspa%3Fdchild%3D1%26keywords%3DCanon%2BPoint%26qid%3D1619805292%26sr%3D8-10-spons%26psc%3D1&qualifier=1619805292&id=2496789661753386&widgetName=sp_mtf,"{'Package Dimensions': '5 x 3 x 0.5 inches', 'Item Weight': '0.81 ounces', 'ASIN': 'B091TB5VWB', 'Best Sellers Rank': '#296 in Binocular, Camera & Camcorder Straps', 'Date First Available': 'April 6, 2021', 'Manufacturer': 'TAKHRWOD'}",,
Mobile,The Canon: A Whirligig Tour of the Beautiful Basics of Science,$12.99,https://www.amazon.com//Canon-Whirligig-Beautiful-Basics-Science-ebook/dp/B003KGAUQ0/ref=sr_1_11?dchild=1&keywords=Canon+Point&qid=1619805292&sr=8-11,{},,
Mobile,David Busch's Canon EOS R Guide to Digital Photography (The David Busch Camera Guide Series),$26.49,https://www.amazon.com//David-Buschs-Canon-Digital-Photography/dp/168198492X/ref=sr_1_13?dchild=1&keywords=Canon+Point&qid=1619805292&sr=8-13,{},,
Mobile,"Godox TT600 Camera Flash Speedlite Master Slave Off GN60 Built-in 2.4G Wireless X System Transmission Compatible for Canon, Nikon, Pentax, Olympus, Fuji and Other DSLR Camera with Standard Hotshoe",$73.00,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A05093302NX8P1FRXEPJO&url=%2FGodox-Speedlite-Wireless-Transmission-Compatible%2Fdp%2FB01969PLQ8%2Fref%3Dsr_1_15_sspa%3Fdchild%3D1%26keywords%3DCanon%2BPoint%26qid%3D1619805292%26sr%3D8-15-spons%26psc%3D1&qualifier=1619805292&id=2496789661753386&widgetName=sp_mtf,"{'Product Dimensions': '9.7 x 3.6 x 3.2 inches', 'Item Weight': '3.52 ounces', 'ASIN': 'B01969PLQ8', 'Item model number': 'V860II', 'Customer Reviews': '4.7 out of 5 stars\n\n\n\n\n\n\n\n\n537 ratings\n\n\n\n\n\n\n4.7 out of 5 stars', 'Best Sellers Rank': '#6 in Shoe-Mount Flashes', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'April 8, 2016', 'Manufacturer': 'Godox'}",,
Mobile,Maven Canon 80D Crash Course Training Tutorial DVD,$39.46,https://www.amazon.com//Canon-Course-Training-Tutorial-Beginners/dp/B01IM8AB0A/ref=sr_1_16?dchild=1&keywords=Canon+Point&qid=1619805292&sr=8-16,{},,
