Category,Product Name,Product Price,product URL,Product Features,Ratings,Total Reviews
Mobile,"Willful Smart Watch for Android Phones and iOS Phones Compatible iPhone Samsung, IP68 Swimming Waterproof Smartwatch Fitness Tracker Fitness Watch Heart Rate Monitor Smart Watches for Men Women Black",$35.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A10078501JQ689473PTEK&url=%2FWillful-Compatible-Swimming-Waterproof-Smartwatch%2Fdp%2FB07YWRXVP6%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DWillful%2Bsmart%2Bwatch%26qid%3D1619354967%26sr%3D8-1-spons%26psc%3D1%26smid%3DA301T5E1MGKB7A&qualifier=1619354967&id=6986512141406560&widgetName=sp_atf,"{'Supported Application': 'Fitness Tracker, Sleep Monitor, Find My Phone, Phone, Alarm, Calendar, GPS, Heart Rate Monitor', 'Brand': 'Willful', 'Wireless Communication Standard': 'Bluetooth', 'Color': 'Black', 'Connectivity Technology': 'Wireless', 'Operating System': 'IOS 8.0/Android 4.4 or above and Bluetooth 4.0 or later', 'Human Interface Input': 'Buttons', 'Screen Size': '1.3 Inches', 'Water Resistance Level': 'Waterproof', 'Case Material': 'Plastic', 'Product Dimensions': '15.99 x 8.99 x 1 inches', 'Item Weight': '5.3 ounces', 'ASIN': 'B07YWRXVP6', 'Item model number': 'Willful - Black', 'Batteries': '1 Lithium Metal batteries required. (included)', 'Customer Reviews': '4.3 out of 5 stars\n\n\n\n\n\n\n\n\n47,337 ratings\n\n\n\n\n\n\n4.3 out of 5 stars', 'Best Sellers Rank': '#32 in Electronics (See Top 100 in Electronics)\n\n#2 in Smartwatches', 'Is Discontinued By Manufacturer': 'Yes', 'OS': 'IOS 8.0/Android 4.4 or above and Bluetooth 4.0 or later', 'Wireless communication technologies': 'Bluetooth', 'Connectivity technologies': 'Wireless', 'GPS': 'NO', 'Other display features': 'Wireless', 'Device interface - primary': 'Buttons', 'Colour': 'Black', 'Manufacturer': 'YMY Direct', 'Date First Available': 'October 9, 2019'}",4.3 out of 5 stars,47337
Mobile,"Willful Smart Watch for Men Women IP68 Waterproof, Fitness Tracker Heart Rate Monitor Sport Digital Watch, Smartwatch for Android Phones and iOS Phones Compatible iPhone Samsung",$29.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A02980953EH7MYF8HE2CO&url=%2FWillful-Version-Waterproof-Smartwatch-Compatible%2Fdp%2FB086MZ8JG5%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3DWillful%2Bsmart%2Bwatch%26qid%3D1619354967%26sr%3D8-2-spons%26psc%3D1%26smid%3DA20683QGSKSZBW&qualifier=1619354967&id=6986512141406560&widgetName=sp_atf,"{'Supported Application': 'Fitness Tracker, Heart Rate Monitor', 'Brand': 'Willful', 'Color': 'Black', 'Connectivity Technology': 'GPS', 'Screen Size': '1.3 Inches', 'Water Resistance Level': 'Waterproof', 'GPS': 'True', 'Battery Life': '10 days', 'Battery Cell Composition': 'Lithium Polymer'}",4.2 out of 5 stars,8611
Mobile,"Willful Smart Watch, Watches for Men Women IP68 Waterproof Fitness Tracker Heart Rate Monitor with Steps Calories Counter Sleep Tracker, Smartwatch Compatible with iPhone and Android Phones",$31.99,https://www.amazon.com//Willful-Smartwatch-Pedometer-Waterproof-Notifications/dp/B08G8RC2GF/ref=sr_1_4?dchild=1&keywords=Willful+smart+watch&qid=1619354967&sr=8-4,"{'Supported Application': 'Fitness Tracker, Sleep Monitor, Messages, Phone, Pedometer, Heart Rate Monitor', 'Brand': 'Willful', 'Color': 'Pink', 'Water Resistance Level': 'Waterproof', 'Battery Cell Composition': 'Lithium Ion'}",4.5 out of 5 stars,3451
Mobile,Willful Smart Watch for Android Phones Compatible iPhone Samsung IP68 Swimming Waterproof Smartwatch Sports Watch Fitness Tracker Heart Rate Monitor Digital Watch Smart Watches for Men Women (Pink),$39.99,https://www.amazon.com//Willful-Compatible-Swimming-Waterproof-Smartwatch/dp/B08BFYFP4Z/ref=sr_1_6?dchild=1&keywords=Willful+smart+watch&qid=1619354967&sr=8-6,"{'Supported Application': 'Fitness Tracker, Sleep Monitor, Email, Messages, Phone, Alarm, Calendar, GPS, Heart Rate Monitor', 'Brand': 'Willful', 'Color': 'Pink', 'Connectivity Technology': 'Wireless', 'Human Interface Input': 'Touchscreen', 'GPS': 'True', 'Battery Life': '10 days', 'Battery Cell Composition': 'Lithium Polymer', 'Package Dimensions': '5.2 x 3.7 x 2 inches', 'Item Weight': '5.6 ounces', 'ASIN': 'B08BFYFP4Z', 'Batteries': '1 Lithium Metal batteries required. (included)', 'Customer Reviews': '4.2 out of 5 stars\n\n\n\n\n\n\n\n\n5,249 ratings\n\n\n\n\n\n\n4.2 out of 5 stars', 'Best Sellers Rank': '#9,345 in Electronics (See Top 100 in Electronics)\n\n#372 in Smartwatches', 'Connectivity technologies': 'Wireless', 'Other display features': 'Wireless', 'Device interface - primary': 'Touchscreen', 'Colour': 'Pink', 'Manufacturer': 'YMY Direct', 'Date First Available': 'July 25, 2019'}",4.2 out of 5 stars,5249
Mobile,Willful Smart Watch for Android Phones Compatible iPhone Samsung IP68 Swimming Waterproof Smartwatch Sports Watch Fitness Tracker Heart Rate Monitor Digital Watch Smart Watches for Men Women Purple,$39.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A05386181WRS8KFGY06IB&url=%2FWillful-Compatible-Swimming-Waterproof-Smartwatch%2Fdp%2FB07ZKHCHBH%2Fref%3Dsr_1_7_sspa%3Fdchild%3D1%26keywords%3DWillful%2Bsmart%2Bwatch%26qid%3D1619354967%26sr%3D8-7-spons%26psc%3D1%26smid%3DA301T5E1MGKB7A&qualifier=1619354967&id=6986512141406560&widgetName=sp_mtf,"{'Supported Application': 'Fitness Tracker, Sleep Monitor, Email, Messages, Phone, Alarm, Calendar, GPS, Heart Rate Monitor', 'Brand': 'Willful', 'Color': 'Purple', 'Connectivity Technology': 'Wireless', 'Human Interface Input': 'Touchscreen', 'Water Resistance Level': 'Waterproof', 'Wireless Carrier': 'Du', 'Battery Life': '10 days', 'Battery Cell Composition': 'Lithium Polymer', 'Package Dimensions': '5.28 x 3.62 x 1.93 inches', 'Item Weight': '6.4 ounces', 'ASIN': 'B07ZKHCHBH', 'Batteries': '1 Lithium Metal batteries required. (included)', 'Customer Reviews': '4.2 out of 5 stars\n\n\n\n\n\n\n\n\n5,249 ratings\n\n\n\n\n\n\n4.2 out of 5 stars', 'Best Sellers Rank': '#5,119 in Electronics (See Top 100 in Electronics)\n\n#230 in Smartwatches', 'Wireless communication technologies': 'Bluetooth', 'Connectivity technologies': 'Wireless', 'Other display features': 'Wireless', 'Device interface - primary': 'Touchscreen', 'Colour': 'Purple', 'Manufacturer': 'YMY Direct', 'Date First Available': 'July 25, 2019'}",4.2 out of 5 stars,5249
Mobile,Soft Silicone Smart Watch Bands Replacement Straps Bands for Willful SW021 ID205L/SW025 ID205S Smart Watch (Pink),$6.99,https://www.amazon.com//Silicone-Replacement-Straps-Willful-ID205L/dp/B0813PX85W/ref=sr_1_8?dchild=1&keywords=Willful+smart+watch&qid=1619354967&sr=8-8,"{'Package Dimensions': '5.3 x 1.7 x 0.5 inches', 'Item Weight': '1.58 ounces', 'ASIN': 'B0813PX85W', 'Customer Reviews': '4.6 out of 5 stars\n\n\n\n\n\n\n\n\n2,365 ratings\n\n\n\n\n\n\n4.6 out of 5 stars', 'Best Sellers Rank': '#2,343 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)\n\n#262 in Smartwatch Bands', 'Other display features': 'Wireless', 'Colour': 'Pink', 'Manufacturer': 'YMY Direct', 'Date First Available': 'November 6, 2019'}",4.6 out of 5 stars,2365
Mobile,"Willful Fitness Tracker IP68 Swimming Waterproof, Heart Rate Monitor Fitness Watch Sport Digital Watch with Color Screen Step Counter Sleep Tracker Call SMS SNS Notice, Smart Watch for Men Women Kids",$26.99,https://www.amazon.com//Willful-Fitness-Tracker-Waterproof-Pedometer/dp/B07F1SFJ2W/ref=sr_1_9?dchild=1&keywords=Willful+smart+watch&qid=1619354967&sr=8-9,"{'Brand': 'Willful', 'Color': 'Black', 'Screen Size': '0.96 Inches', 'Water Resistance Level': 'Waterproof', 'Battery Cell Composition': 'Lithium Polymer'}",4.2 out of 5 stars,5546
Mobile,Smartwatch Charging Dock Cables Charger for Willful SW021 ID205L/SW025 ID205S Smart Watch,$6.99,https://www.amazon.com//Smartwatch-Charging-Cables-Charger-Willful/dp/B0813MBQGR/ref=sr_1_10?dchild=1&keywords=Willful+smart+watch&qid=1619354967&sr=8-10,"{'Compatible Devices': 'Smart Watch', 'Color': 'Black', 'Brand': 'Willful'}",4.4 out of 5 stars,1083
Mobile,Smart Watch Bands Soft Silicone Replacement Bands for Willful Smart Watch (Purple),$6.99,https://www.amazon.com//Smart-Silicone-Replacement-Willful-Purple/dp/B07ZKJB21M/ref=sr_1_11?dchild=1&keywords=Willful+smart+watch&qid=1619354967&sr=8-11,"{'Package Dimensions': '5.3 x 1.7 x 0.5 inches', 'Item Weight': '1.58 ounces', 'ASIN': 'B07ZKJB21M', 'Customer Reviews': '4.6 out of 5 stars\n\n\n\n\n\n\n\n\n357 ratings\n\n\n\n\n\n\n4.6 out of 5 stars', 'Best Sellers Rank': '#12,397 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)\n\n#1,056 in Smartwatch Bands', 'Other display features': 'Wireless', 'Colour': 'Purple', 'Manufacturer': 'YMY Direct', 'Date First Available': 'August 23, 2019'}",4.6 out of 5 stars,357
Mobile,Willful Fitness Tracker No Bluetooth Simple No App No Phone Required Waterproof Fitness Watch Pedometer Watch with Step Counter Calories Sleep Tracker for Kids Parents Men Women Updated Version,$19.99,https://www.amazon.com//Willful-Bluetooth-Waterproof-Pedometer-Calories/dp/B08PKYR6YM/ref=sr_1_13?dchild=1&keywords=Willful+smart+watch&qid=1619354967&sr=8-13,"{'Brand': 'Willful', 'Wireless Communication Standard': 'Bluetooth', 'Color': 'Black', 'Human Interface Input': 'Buttons', 'Battery Cell Composition': 'Lithium Polymer'}",3.9 out of 5 stars,914
